"Y01","Account_Type","Additional_Seats","Age","Arrival_Time","Auto_Renew_STH","Concession_Total","Cust_ID","DistA","Educational_Level","Favorite_Caps_Player","Favorite_Sport","Favorite_Team","First_Year_STH","HouseHold_Income_True","ID","Job_Sector","Last_Contact","Marital","Mode_Of_Transport","Most_Purch_Concession","Mult_Loc","Net_Worth_True","Num_Children","NumSeats","PerSold","PerTransf","PerUsed","Rejoined_STH","Rep_Calls","Rep_Name","Rep_Visits","Seating_Location","Sex","Spent_Other_Teams","State_Name","STH_Attended","Survey_Comp","Team_B_STH","Team_C_STH","Team_Network_Sub","Team_Store_Total","Tenure","Ticket_Form","Total_Spent","Weekday_Attended","Weekday_Sold","Weekend_Attended","Weekend_Sold","Zip_Codes","Contact_Year","Contact_Month","Contact_Day","Contact_Weekday","Contact_Hour","Marital_Original","Region","Flag_Tenure_High","Flag_Survey_Invalid"
1,"Personal",0,64,45,"Yes",872.44,253444244,NA,NA,NA,NA,"Washington Capitals",2021,NA,1633,NA,2021-12-20 07:07:17.924266,"M",NA,"Beer","No",NA,1,2,0.039825778,0.01,0.617996486,FALSE,19.32378026,"Frank",7,"Club","M",1262.1375,"Virginia",0,0.14,NA,NA,"No",137.27,NA,"Digital",2271.8475,0.678723404,0.321276596,0.69,0.133,20108,2021,12,20,"Mon",7,"M","DCArea",NA,0
1,"Personal",0,73,30,"No",1094.2,253447872,32,"BD","John Carlson","NHL","Washington Capitals",2017,NA,1634,"Tech",2023-11-05 21:38:14.09504,"M","Car","Beer","No",2850000,1,4,0.133357682,0.236499211,0.802573986,FALSE,76,"Other",10.5,"217","M",1367.75,"Virginia",4,0,"No","Yes","Yes",0,8,"Physical",2461.95,0.80212766,0.19787234,0.8,0.12,20101,2023,11,5,"Sun",21,"M","DCArea",0,0
1,"Personal",0,52,30,"No",1962.61,253452954,187,NA,NA,NA,"New Jersey Devils",2005,70000,1635,NA,2024-01-29 05:43:33.137841,"M",NA,"Soda","No",NA,2,6,0.058093484,0.088572005,0.101403575,FALSE,38,"David",NA,"Suite","M",1330.66,"New Jersey",3,0,NA,NA,"No",698.71,20,"Digital",3991.98,0.904255319,0.095744681,0.76,0.261,7001,2024,1,29,"Mon",5,"M","Northeast",0,0
1,"Business",0,NA,30,"Yes",1073.04,253642257,85,"HS","Sonny Milano","NHL","Other",2022,NA,1636,"Tech",2018-05-21 09:56:17.36947,"S","Public","Beer","No",2e+06,0,4,0.032373015,0.053166692,0.85790492,FALSE,70,"Frank",10.5,"206","F",1505.8875,"Delaware",3,0.28,"No","Yes","Yes",131.67,3,"Digital",2710.5975,0.412765957,0.587234043,0.63,0.006,19901,2018,5,21,"Mon",9,"S","South",0,0
1,"Personal",0,54,30,"Yes",1291.67,253788506,37,NA,NA,NA,"Washington Capitals",2008,165000,1637,NA,2021-02-18 12:49:05.275374,"M",NA,"Popcorn","No",1600000,2,4,1,0,0.635276332,FALSE,75,"David",23,"Club","M",2357.8,"Maryland",3,0,NA,NA,"No",594.57,17,"Digital",4244.04,0.823404255,0.176595745,0.9,0.339,21205,2021,2,18,"Thu",12,"M","DCArea",0,0
0,"Personal",0,75,30,"Yes",772.59,253865610,NA,NA,NA,NA,"Washington Capitals",2001,130000,1638,NA,2019-11-29 16:37:16.957356,"D",NA,"Beer","No",850000,3,2,0.026717189,0.058532779,0.105617362,FALSE,56,"Frank",16,"104","M",0,"Oklahoma",6,0.24,NA,NA,"No",831.46,24,"Digital",1604.05,0.404255319,0.595744681,0.6,0.179,73101,2019,11,29,"Fri",16,"D","South",0,0
1,"Personal",0,63,45,"No",845.77,254104825,3,NA,NA,NA,"Washington Capitals",2022,65000,1639,NA,2023-07-07 10:28:45.992113,"D",NA,"Burger","No",1300000,0,2,0.0477798,0.103488401,0.658269432,FALSE,59.62050411,"David",6,"103","F",1057.2125,"District of Columbia",2,0.44,NA,NA,"No",0,3,"Digital",1902.9825,0.292198582,0.707801418,0.48,0.139,20002,2023,7,7,"Fri",10,"D","DCArea",0,0
1,"Personal",0,84,30,"Yes",911.75,254112692,38,NA,NA,NA,"Washington Capitals",2015,60000,1640,NA,2020-10-30 18:59:31.514364,"U",NA,"Hot Dog","No",NA,0,4,0.217109852,0.092671542,0.572496627,FALSE,60.62576048,"Other",14,"406","M",1270.21,"Maryland",3,0,NA,NA,"No",358.46,10,"Digital",2540.42,0.594326241,0.405673759,0.42,0.172,21210,2020,10,30,"Fri",18,"U","DCArea",0,0
1,"Shared",0,56,30,"Yes",970.22,254122469,NA,NA,NA,NA,"Washington Capitals",1994,NA,1641,NA,2020-09-22 09:28:06.867736,"M",NA,"Beer","No",950000,1,2,0.044473232,0.011235517,0.96,FALSE,34,"Frank",22.5,"229","F",2046.11,"Virginia",1,0.27,NA,NA,"No",1075.89,31,"Digital",4092.22,0.454609929,0.545390071,0.7,0.064,20102,2020,9,22,"Tue",9,"M","DCArea",0,0
1,"Personal",0,42,45,"Yes",1431.81,254157579,NA,"AD","Alexander Ovechkin","Other","New Jersey Devils",2002,140000,1642,"Gov",2023-09-14 00:51:50.311152,"M","Car","Beer","No",NA,2,4,0.001350251,0.063987716,0.165076083,FALSE,56,NA,27,"Club","M",0,"New Jersey",3,0.22,"No","No","No",4003.57,23,"Digital",5435.38,0.691489362,0.308510638,0.76,0.058,7004,2023,9,14,"Thu",0,"M","Northeast",0,0
1,"Personal",0,80,45,"Yes",2078.91,254302864,40,NA,NA,NA,"Washington Capitals",2010,NA,1643,NA,2024-11-19 15:57:09.086691,"M",NA,"Burger","No",2150000,1,6,0.005472071,0.018067629,0.761061979,FALSE,27,"David",17,"Suite","M",1305.635,"Maryland",5,0,NA,NA,"No",532.36,15,"Physical",3916.905,0.742553191,0.257446809,0.99,0.083,21206,2024,11,19,"Tue",15,"M","DCArea",0,0
1,"Personal",0,76,30,"No",793.88,254439398,37,NA,NA,NA,"Washington Capitals",2016,NA,1644,NA,2024-07-20 18:18:12.47265,NA,NA,"Peanuts","No",NA,0,2,0.181917004,0.035752206,0.795576869,TRUE,65.53923198,"Ivy",12,"121","M",1110.3625,"Maryland",1,0.17,NA,NA,"Yes",94.41,2,"Digital",1998.6525,0.783687943,0.216312057,0.96,0.122,21208,2024,7,20,"Sat",18,NA,"DCArea",0,0
0,"Personal",0,80,30,"Yes",1698.85,254580427,247,NA,NA,NA,"Washington Capitals",2018,NA,1645,NA,2020-01-31 12:25:44.957542,"D",NA,"Specialty","No",NA,0,6,0.278440786,0.007966984,0.070183077,FALSE,38.06864049,NA,12,"111","M",500,"West Virginia",5,0.58,NA,NA,"No",260.31,7,"Digital",2459.16,0.478014184,0.521985816,0.96,0.128,25311,2020,1,31,"Fri",12,"D","South",0,0
0,"Personal",0,61,30,"Yes",815.05,254589972,NA,NA,NA,NA,"Washington Capitals",2005,1e+05,1646,NA,2024-07-14 04:41:46.899706,"U",NA,"Specialty","No",NA,0,2,0.00335473,0.06154857,0.196376997,FALSE,72,"Frank",24.5,"214",NA,0,"Louisiana",4,0,NA,NA,"Yes",3461.74,20,"Physical",4276.79,0.536170213,0.463829787,0.74,0.044,70114,2024,7,14,"Sun",4,"U","South",0,0
1,"Personal",0,27,30,"Yes",2629.83,254610103,205,"BD","T.J. Oshie","Other","Other",2018,45000,1647,"Tech",2018-04-21 03:01:32.222815,"M","Public","Soda","No",NA,2,8,0.008521729,0.01,0.099673743,FALSE,29.3731557,"Other",17,"Suite","M",1314.915,"New York",6,0.25,"No","No","Yes",0,7,"Digital",3944.745,0.644680851,0.355319149,0.82,0.094,10003,2018,4,21,"Sat",3,"M","Northeast",0,0
0,"Personal",0,31,30,"Yes",1880.57,254637734,32,NA,NA,NA,"Washington Capitals",2024,NA,1648,NA,2020-11-12 05:34:58.711643,"S",NA,"Beer","No",NA,2,6,0.05999833,0.01,0.949433045,FALSE,72,"Alice",NA,"Club","M",1880.57,"Virginia",2,0,NA,NA,"Yes",0,1,"Digital",3761.14,0.635460993,0.364539007,0.89,0.044,20104,2020,11,12,"Thu",5,"S","DCArea",0,0
1,"Business",0,57,30,"Yes",775.41,254947948,247,"BD","Sonny Milano","Other","Other",2016,NA,1649,"Gov",2020-12-01 18:38:01.232527,NA,"Public","Soda","No",1050000,2,2,0.010817596,0.017161417,0.042774353,FALSE,72,"Ivy",NA,"421","M",969.2625,"West Virginia",1,0.32,"No","No","Yes",0,9,"Digital",1744.6725,0.488652482,0.511347518,0.57,0.028,25311,2020,12,1,"Tue",18,NA,"South",0,0
1,"Shared",0,80,-30,"No",882.15,254999189,2,NA,NA,NA,"Washington Capitals",2025,NA,1650,NA,2020-08-03 15:38:26.564053,"D",NA,"Beer","No",650000,0,2,0.050154487,0.12783318,0.628862735,FALSE,69,"Ivy",NA,"216","M",1102.6875,"District of Columbia",1,0.12,NA,NA,"Yes",0,1,"Physical",1984.8375,0.680851064,0.319148936,0.5,0.062,20010,2020,8,3,"Mon",15,"D","DCArea",0,0
1,"Personal",0,87,45,"No",789.5,255095389,37,NA,NA,NA,"Washington Capitals",2025,NA,1651,NA,2023-01-24 16:47:12.985103,"M",NA,"Beer","No",NA,1,2,0,0.3,0.744649999,FALSE,64.36904674,NA,11.5,"218","F",1973.75,"Maryland",2,0,NA,NA,"No",0,1,"Digital",2763.25,0.19929078,0.80070922,0.15,0.061,21208,2023,1,24,"Tue",16,"M","DCArea",0,0
1,"Personal",0,75,45,"Yes",1368.64,255152406,198,NA,NA,NA,"New Jersey Devils",1996,80000,1652,NA,2021-06-01 20:39:11.222867,"M",NA,"Popcorn","No",NA,1,4,0.018172268,0.029557497,0.053779568,FALSE,68,"Emma",53.5,"210","M",6410.47,"New Jersey",2,0,NA,NA,"No",5041.83,29,"Digital",12820.94,0.704255319,0.295744681,0.53,0.067,7006,2021,6,1,"Tue",20,"M","Northeast",0,0
1,"Personal",0,45,30,"No",1227.93,255656597,38,"PHD","Alexander Ovechkin","NHL","Washington Capitals",2002,NA,1653,"Gov",2024-10-06 10:51:49.318809,"M","Public","Soda","No",NA,2,4,0.184535602,0.153159221,0.6,FALSE,36,"David",17.5,"228","F",1015.04,"Maryland",2,5.2,"No","No","No",802.15,23,"Digital",3045.12,0.287234043,0.712765957,0.41,0.234,21209,2024,10,6,"Sun",10,"M","DCArea",0,1
1,"Personal",0,68,30,"Yes",1177.48,256138157,247,"AD","T.J. Oshie","Other","Washington Capitals",2010,NA,1654,"Tech",2018-01-30 12:42:34.878598,"M","Other","Beer","No",1750000,2,4,0.080806471,0.050758875,0.082013908,FALSE,46,"David",12.5,"225","M",0,"West Virginia",5,0.47,"Yes","Yes","Yes",523.19,15,"Digital",1700.67,0.74964539,0.25035461,0.29,0.027,25311,2018,1,30,"Tue",12,"M","South",0,0
0,"Shared",8,47,45,"Yes",2085.23,256172058,NA,NA,NA,NA,"Washington Capitals",2010,NA,1655,NA,2020-03-01 16:00:53.430898,"D",NA,"Popcorn","Other",2150000,2,8,0.408,0.012,0.144,FALSE,71,"Frank",17.5,"424","M",1042.615,"Iowa",3,0,NA,NA,"No",0,15,"Digital",3127.845,1,0,1,0,50303,2020,3,1,"Sun",16,"D","Midwest",0,0
0,"Shared",8,47,45,"Yes",2085.23,256172058,NA,NA,NA,NA,"Washington Capitals",2010,NA,1656,NA,2020-03-01 16:00:53.430898,NA,NA,"Popcorn","Other",2150000,2,8,0.319,0.012,0.166,FALSE,71,"Frank",17.5,"421","M",1042.615,"Iowa",3,0,NA,NA,"No",0,15,"Digital",3127.845,1,0,1,0,50303,2020,3,1,"Sun",16,NA,"Midwest",0,0
1,"Personal",0,98,30,"Yes",758.76,256250930,32,"SC","Sonny Milano","NHL","Washington Capitals",1995,150000,1657,"Edu",2018-07-31 14:37:29.494048,"S","Public","Specialty","No",NA,0,2,0.235395048,0.082778296,0.84,FALSE,59,NA,18,"Club","M",1712.1,"Virginia",1,0.42,"No","Yes","No",953.34,30,"Digital",3424.2,0.863829787,0.136170213,0.97,0.4,20103,2018,7,31,"Tue",14,"S","DCArea",0,0
0,"Business",0,70,15,"Yes",962.66,256303536,NA,"PHD","Charlie Lindgren","Other","Other",2023,95000,1658,"Gov",2020-08-26 11:21:28.348306,"M","Car","Beer","No",2550000,0,2,0.115586802,0.024252967,0.066574539,FALSE,47.54831299,"Grace",11,"Club","M",500,"Nevada",1,0,"Yes","Yes","Yes",53.63,2,"Digital",1516.29,0.579432624,0.420567376,0.94,0.055,89504,2020,8,26,"Wed",11,"M","West",0,0
1,"Business",0,59,45,"Yes",1136,256339283,28,NA,NA,NA,"Washington Capitals",2014,85000,1659,NA,2019-12-10 00:40:17.150438,"U",NA,"Hot Dog","No",NA,0,4,0.285195817,0.040522365,0.936282328,TRUE,68,"Ivy",10.5,"221","M",0,"Virginia",1,0,NA,NA,"Yes",106.23,1,"Digital",1242.23,0.573049645,0.426950355,0.92,0.171,20109,2019,12,10,"Tue",0,"U","DCArea",0,0
1,"Personal",0,91,45,"Yes",657.71,256444125,NA,"AD","Trevor van Riemsdyk","NHL","New Jersey Devils",2013,NA,1660,"Gov",2020-04-10 09:12:43.656067,"M","Public","Popcorn","No",2600000,3,2,0.061942473,0.004057773,0.073181318,FALSE,48.9798319,"Frank",12,"428","M",1071.6,"New Jersey",3,0.46,"No","No","Yes",413.89,12,"Physical",2143.2,0.732624113,0.267375887,0.33,0.028,7004,2020,4,10,"Fri",9,"M","Northeast",0,0
1,"Shared",0,NA,30,"No",793.08,256555138,2,NA,NA,NA,"Washington Capitals",1998,40000,1661,NA,2022-07-29 02:15:29.474674,NA,NA,"Burger","No",NA,2,2,0.074733939,0.056086262,0.947959699,FALSE,64,NA,12,"422","M",991.35,"District of Columbia",3,0.37,NA,NA,"Yes",0,27,"Digital",1784.43,0.409219858,0.590780142,0.64,0.069,20009,2022,7,29,"Fri",2,NA,"DCArea",0,0
1,"Personal",0,NA,45,"No",888.59,256625341,254,NA,NA,NA,"Washington Capitals",2025,135000,1662,NA,2022-01-20 14:01:35.371916,"M",NA,"Popcorn","No",2650000,3,2,0.053743752,0.078647861,0.777580595,FALSE,52.87327278,"Ivy",7,"105","M",1188.6875,"West Virginia",0,0.32,NA,NA,"No",62.36,1,"Digital",2139.6375,0.958156028,0.041843972,0.9,0.065,25303,2022,1,20,"Thu",14,"M","South",0,0
1,"Personal",0,94,30,"Yes",1415.3,256643648,NA,NA,NA,NA,"Washington Capitals",2007,NA,1663,NA,2022-04-12 22:54:11.818921,"M",NA,"Hot Dog","No",NA,1,4,0.084518032,0.07679905,0.664242549,FALSE,72,"Emma",19,"Suite","M",500,"Virginia",3,0.24,NA,NA,"No",630.76,18,"Physical",2546.06,0.565248227,0.434751773,0.84,0.18,20109,2022,4,12,"Tue",22,"M","DCArea",0,0
0,"Personal",0,97,30,"Yes",748.93,256698625,NA,NA,NA,NA,"Washington Capitals",2016,NA,1664,NA,2019-08-04 01:29:02.710067,"M",NA,"Hot Dog","No",NA,2,2,0.005055654,0.322158008,0.621334444,TRUE,49.22678883,"Ivy",4,"402","M",500,"Delaware",2,0.35,NA,NA,"No",86.16,2,"Digital",1335.09,0.763829787,0.236170213,0.94,0.082,19908,2019,8,4,"Sun",1,"M","South",0,0
1,"Personal",0,26,45,"Yes",698.04,256756105,187,NA,NA,NA,"New Jersey Devils",2019,NA,1665,NA,2024-02-27 08:07:45.031448,"M",NA,"Burger","No",NA,2,2,0.044151699,0.037078331,0.92,FALSE,55,"Other",6.5,"210","F",0,"New Jersey",1,0.16,NA,NA,"No",213.54,6,"Digital",911.58,0.856028369,0.143971631,0.79,0.03,7001,2024,2,27,"Tue",8,"M","Northeast",0,0
1,"Personal",0,37,30,"No",935.53,256766790,249,"BD","Alexander Ovechkin","NHL","Washington Capitals",2006,80000,1666,"Tech",2023-09-14 04:25:07.585352,"S","Public","Beer","No",NA,3,2,0.229408617,0.008228836,0.082554616,FALSE,73,"David",15,"115","M",500,"West Virginia",3,0.32,"No","Yes","No",604.59,19,"Digital",2040.12,0.486524823,0.513475177,0.49,0.15,25302,2023,9,14,"Thu",4,"S","South",0,0
0,"Personal",9,58,0,"Yes",2134.58,256881854,NA,"AD","Tom Wilson","Other","Other",2025,NA,1667,"Manufact",2022-09-13 09:45:30.594785,"M","Car","Specialty","Other",NA,4,8,0.124,0.01,0.151,FALSE,56.75397829,"Alice",6.5,"222","M",500,"Rhode Island",3,0,"Yes","No","No",126.83,1,"Digital",2761.41,1,0,1,0,2907,2022,9,13,"Tue",9,"M","Northeast",0,0
0,"Personal",8,58,0,"Yes",2134.58,256881854,NA,"PHD","Tom Wilson","Other","Other",2025,NA,1668,"Gov",2022-09-13 09:45:30.594785,"M","Uber/Taxi","Specialty","Other",650000,4,9,0.114,0.01,0.155,FALSE,56.75397829,"Alice",6.5,"117","M",500,"Rhode Island",3,0,"No","No","No",126.83,1,"Digital",2761.41,1,0,1,0,2907,2022,9,13,"Tue",9,"M","Northeast",0,0
1,"Business",0,50,15,"Yes",1203.57,257354100,3,"MD","Dylan Strome","NHL","Washington Capitals",2020,105000,1669,"Tech",2024-05-29 20:53:24.114398,"S","Public","Specialty","No",1450000,2,4,0.067250191,0.054624808,0.68833411,TRUE,74,"Alice",14.5,"226","F",1628.35,"District of Columbia",1,0.17,"Yes","Yes","No",99.11,1,"Digital",2931.03,0.808510638,0.191489362,0.75,0.033,20002,2024,5,29,"Wed",20,"S","DCArea",0,0
1,"Personal",0,29,30,"Yes",1179.58,257378220,198,NA,NA,NA,"New Jersey Devils",2024,NA,1670,NA,2024-09-14 04:50:21.757425,"M",NA,"Beer","No",NA,2,4,0.033042976,0.018546116,0.804966301,FALSE,69.12919744,"Alice",7.5,"213","M",500,"New Jersey",1,0,NA,NA,"Yes",97.18,1,"Digital",1776.76,0.453191489,0.546808511,0.37,0.038,7006,2024,9,14,"Sat",4,"M","Northeast",0,0
1,"Personal",0,88,45,"No",1251.22,257508631,32,"HS","Dylan Strome","NHL","Washington Capitals",2016,NA,1671,"Edu",2019-07-07 21:26:08.113643,"S","Public","Beer","No",NA,0,4,0.0758729,0.02882351,0.792202797,FALSE,66,"Other",17,"106","M",1939.3125,"Virginia",2,0,"No","No","Yes",300.23,9,"Physical",3490.7625,0.662411348,0.337588652,0.96,0.108,20105,2019,7,7,"Sun",21,"S","DCArea",0,0
0,"Business",0,87,60,"Yes",1240.57,257540765,251,NA,NA,NA,"Washington Capitals",2020,60000,1672,NA,2022-10-24 17:31:59.536715,"S",NA,"Hot Dog","No",NA,1,4,0.104373117,0.036134418,0.169193213,FALSE,55,"Frank",9,"Club","M",0,"West Virginia",2,0.2,NA,NA,"No",0,5,"Digital",1240.57,0.74893617,0.25106383,0.59,0.052,25304,2022,10,24,"Mon",17,"S","South",0,0
1,"Personal",0,95,30,"Yes",769.16,257646424,120,NA,NA,NA,"Philadelphia Flyers",2000,150000,1673,NA,2023-04-05 02:05:29.80599,"M",NA,"Specialty","No",2e+06,0,2,0.02825431,0.011913731,0.173238635,FALSE,59,"Emma",16,"Club","M",500,"Pennsylvania",2,0.21,NA,NA,"No",866.23,25,"Digital",2135.39,0.420567376,0.579432624,0.88,0.029,19003,2023,4,5,"Wed",2,"M","Northeast",0,0
1,"Personal",0,74,45,"Yes",861.43,257697658,32,NA,NA,NA,"Washington Capitals",1991,NA,1674,NA,2018-07-29 08:00:15.076315,"M",NA,"Popcorn","No",NA,1,2,0.018697857,0.602915289,0.9,FALSE,65,"David",21,"Club","M",1020.78,"Virginia",1,0.18,NA,NA,"Yes",1180.13,34,"Physical",3062.34,0.732624113,0.267375887,0.33,0.062,20103,2018,7,29,"Sun",8,"M","DCArea",0,0
1,"Personal",0,57,30,"No",630.95,257876935,32,NA,NA,NA,"Washington Capitals",2005,NA,1675,NA,2022-09-26 20:12:50.298088,NA,NA,"Peanuts","No",1e+06,0,2,0.047629469,0.01,0.619309869,FALSE,54,"David",13,"423","M",788.6875,"Virginia",1,0,NA,NA,"No",0,20,"Physical",1419.6375,0.570212766,0.429787234,0.96,0.069,20102,2022,9,26,"Mon",20,NA,"DCArea",0,0
0,"Personal",0,87,45,"Yes",1193.72,257894659,NA,"BD","Alexander Ovechkin","Other","Washington Capitals",2013,NA,1676,"Tech",2021-09-03 08:52:53.786621,"M","Car","Hot Dog","No",NA,2,4,0.080490409,0.022065869,0.140346137,FALSE,52.84049509,"Frank",14.5,"201","M",500,"Vermont",1,0.23,"No","Yes","No",420.57,12,"Digital",2114.29,0.79787234,0.20212766,0.76,0.068,5609,2021,9,3,"Fri",8,"M","Northeast",0,0
1,"Personal",0,30,0,"Yes",877.05,258188462,35,NA,NA,NA,"Washington Capitals",2020,65000,1677,NA,2022-11-28 22:05:44.320469,"M",NA,"Specialty","No",350000,1,2,0.234916679,0.071545949,0.691358738,FALSE,73.36819021,"Frank",16.5,"209","M",1321.4375,"Maryland",1,0,NA,NA,"No",180.1,5,"Physical",2378.5875,0.627659574,0.372340426,0.91,0.327,21201,2022,11,28,"Mon",22,"M","DCArea",0,0
0,"Personal",0,35,30,"Yes",1304.55,258277163,NA,NA,NA,NA,"Other",2012,95000,1678,NA,2023-07-22 15:02:15.200474,"M",NA,"Burger","No",NA,5,4,0.045299253,0.01,0.152646611,FALSE,57,"Emma",18,"Club","M",0,"Arkansas",2,0.5,NA,NA,"No",457.62,13,"Digital",1762.17,0.619148936,0.380851064,0.78,0.053,72206,2023,7,22,"Sat",15,"M","South",0,0
0,"Personal",0,NA,30,"Yes",765.52,258293524,NA,NA,NA,NA,"Other",2017,NA,1679,NA,2023-11-16 20:44:04.128882,"M",NA,"Beer","No",1300000,5,2,0.000170931,0.023804811,0.034388299,FALSE,34,"Emma",2.5,"202","M",0,"Massachusetts",1,0,NA,NA,"Yes",0,8,"Digital",765.52,0.680141844,0.319858156,0.87,0.018,2114,2023,11,16,"Thu",20,"M","Northeast",0,0
0,"Personal",0,85,45,"Yes",708.57,258380478,NA,"MD","T.J. Oshie","NHL","Washington Capitals",2000,NA,1680,"Tech",2023-03-30 19:54:31.692239,"D","Car","Soda","No",NA,1,2,0.024943485,0.110041176,0.139563407,FALSE,64.58207314,"David",14,"430","M",500,"Utah",1,0.27,"No","Yes","No",866.04,25,"Digital",2074.61,0.285106383,0.714893617,0.63,0.035,84107,2023,3,30,"Thu",19,"D","West",0,0
1,"Shared",0,60,30,"Yes",757.74,258551620,36,NA,NA,NA,"Washington Capitals",2003,NA,1681,NA,2023-08-05 16:20:11.407819,NA,NA,"Beer","No",NA,1,2,0.096577239,0.17560841,0.664983078,FALSE,75,"Emma",41,"419","F",4586.36,"Maryland",0,0.46,NA,NA,"No",3828.62,22,"Digital",9172.72,0.558156028,0.441843972,0.74,0.124,21202,2023,8,5,"Sat",16,NA,"DCArea",0,0
1,"Personal",0,61,-15,"Yes",967.04,258583653,32,NA,NA,NA,"Washington Capitals",2016,1e+05,1682,NA,2020-08-07 17:01:02.347211,"M",NA,"Specialty","No",NA,3,2,0.013782419,0.112907959,0.852917627,FALSE,72,NA,12,"Suite","M",500,"Virginia",1,0,NA,NA,"No",316.5,9,"Digital",1783.54,0.424822695,0.575177305,0.62,0.026,20102,2020,8,7,"Fri",17,"M","DCArea",0,0
1,"Personal",0,57,30,"No",774.35,258611869,28,NA,NA,NA,"Washington Capitals",2017,95000,1683,NA,2018-06-25 18:43:34.465481,"S",NA,"Beer","No",NA,0,2,0.04327375,0.036696025,0.610419415,FALSE,42,"Emma",9,"Club","M",500,"Virginia",2,0,NA,NA,"No",258.52,8,"Digital",1532.87,0.792907801,0.207092199,0.67,0.05,20109,2018,6,25,"Mon",18,"S","DCArea",0,0
1,"Personal",0,51,30,"Yes",2003.63,258675433,NA,NA,NA,NA,"Washington Capitals",1995,NA,1684,NA,2025-01-02 19:00:58.816767,"M",NA,"Beer","No",NA,3,6,0.030224005,0.004257723,0.009967439,FALSE,68,"Frank",30,"Suite","M",3048.58,"Delaware",3,0.17,NA,NA,"No",1044.95,30,"Digital",6097.16,0.470212766,0.529787234,0.83,0.124,19906,2025,1,2,"Thu",19,"M","South",0,0
1,"Shared",0,33,30,"No",1289.48,258814428,32,NA,NA,NA,"Washington Capitals",2015,NA,1685,NA,2022-04-12 15:04:06.686793,"M",NA,"Hot Dog","No",NA,2,4,0.02495703,0.018953504,0.682233339,TRUE,63,"Ivy",13,"Club","M",1289.48,"Virginia",0,0.19,NA,NA,"Yes",0,1,"Digital",2578.96,0.954716312,0.045283688,0.94,0.041,20108,2022,4,12,"Tue",15,"M","DCArea",0,0
1,"Personal",15,94,30,"Yes",2193.58,258831815,187,NA,NA,NA,"New Jersey Devils",2010,NA,1686,NA,2020-07-20 10:57:32.958586,"M",NA,"Specialty","Other",1300000,0,9,0.027,0.056,0.081,FALSE,31,NA,19.5,"217","M",1096.79,"New Jersey",2,0.07,NA,NA,"No",0,15,"Digital",3290.37,0,0,1,0,7001,2020,7,20,"Mon",10,"M","Northeast",0,0
1,"Personal",17,94,30,"Yes",2193.58,258831815,187,"SC","Connor McMichael","NHL","New Jersey Devils",2010,70000,1687,"Tech",2020-07-20 10:57:32.958586,"M","Public","Specialty","Other",NA,0,7,0.029,0.046,0.086,FALSE,31,NA,19.5,"404","M",1096.79,"New Jersey",2,0.07,"No","Yes","No",0,15,"Digital",3290.37,1,0,1,0,7001,2020,7,20,"Mon",10,"M","Northeast",0,0
1,"Personal",16,94,30,"Yes",2193.58,258831815,187,NA,NA,NA,"New Jersey Devils",2010,70000,1688,NA,2020-07-20 10:57:32.958586,"M",NA,"Specialty","Other",NA,0,8,0.037,0.059,0.13,FALSE,NA,"Emma",NA,"418","M",1096.79,"New Jersey",2,0.07,NA,NA,"No",0,15,"Digital",3290.37,0,0,1,0,7001,2020,7,20,"Mon",10,"M","Northeast",0,0
0,"Personal",0,19,15,"No",0,258887274,32,NA,NA,NA,"Washington Capitals",2025,NA,1689,NA,2025-01-18 00:00:44.861796,"D",NA,"Other","No",50000,NA,1,0.054726088,0.021522206,0.936159982,FALSE,69.86240459,"Grace",4,"413","M",500,"Virginia",0,0,NA,NA,"Yes",0,1,"Digital",500,0.65106383,0.34893617,0.82,0.011,20102,2025,1,18,"Sat",0,"D","DCArea",0,0
1,"Personal",0,34,30,"Yes",1022.35,258928077,32,"BD","Alexander Ovechkin","Other","Washington Capitals",2021,NA,1690,"Tech",2018-01-15 03:42:48.009748,"M","Public","Soda","No",4e+05,0,4,0.052097951,0.084575883,0.769963078,FALSE,58,"Emma",2.5,"213","M",0,"Virginia",2,0.47,"No","No","No",156.76,4,"Digital",1179.11,0.392198582,0.607801418,0.28,0.043,20102,2018,1,15,"Mon",3,"M","DCArea",0,0
1,"Personal",0,78,45,"Yes",880.74,259047716,32,"HS","Sonny Milano","NHL","Washington Capitals",2025,NA,1691,"Health",2020-05-05 13:11:45.259529,"M","Car","Beer","No",1250000,0,2,0.012397949,0.198215436,0.925256456,FALSE,57.61234124,NA,16,"Club","M",2388.175,"Virginia",3,0.32,"No","No","Yes",74.53,1,"Digital",3343.445,0.587943262,0.412056738,0.67,0.076,20102,2020,5,5,"Tue",13,"M","DCArea",0,0
1,"Business",0,82,15,"Yes",1340.03,259253600,259,NA,NA,NA,"Washington Capitals",1988,NA,1692,NA,2018-12-07 13:33:07.112041,"M",NA,"Burger","No",2600000,2,4,0.014251285,0.082958004,0.177416016,FALSE,64,NA,23,"Club","M",1312.445,"West Virginia",5,0.21,NA,NA,"No",1284.86,37,"Digital",3937.335,0.671631206,0.328368794,0.79,0.07,25309,2018,12,7,"Fri",13,"M","South",0,0
